"organization_name","site_name","zone_name","monitor_point_name","date","dow","fiscal week #","fiscal month","fiscal year","traffic","currency","comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"13/08/2021","Vie","33","Aug","2021","11448","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"14/08/2021","Sáb","33","Aug","2021","18035","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"15/08/2021","Dom","34","Aug","2021","17260","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"16/08/2021","Lun","34","Aug","2021","8428","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"17/08/2021","Mar","34","Aug","2021","8648","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"18/08/2021","Mie","34","Aug","2021","8628","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"19/08/2021","Jue","34","Aug","2021","8233","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"20/08/2021","Vie","34","Aug","2021","9858","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"21/08/2021","Sáb","34","Aug","2021","15676","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"22/08/2021","Dom","35","Aug","2021","15303","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"23/08/2021","Lun","35","Aug","2021","7373","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"24/08/2021","Mar","35","Aug","2021","7088","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"25/08/2021","Mie","35","Aug","2021","7554","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"26/08/2021","Jue","35","Aug","2021","7009","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"27/08/2021","Vie","35","Aug","2021","8894","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"28/08/2021","Sáb","35","Aug","2021","14561","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"29/08/2021","Dom","36","Aug","2021","12931","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"30/08/2021","Lun","36","Aug","2021","6980","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"31/08/2021","Mar","36","Aug","2021","7839","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"01/09/2021","Mie","36","Sep","2021","7958","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"02/09/2021","Jue","36","Sep","2021","8113","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"03/09/2021","Vie","36","Sep","2021","10586","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"04/09/2021","Sáb","36","Sep","2021","16084","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"05/09/2021","Dom","37","Sep","2021","13789","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"06/09/2021","Lun","37","Sep","2021","8387","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"07/09/2021","Mar","37","Sep","2021","9134","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"08/09/2021","Mie","37","Sep","2021","8824","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"09/09/2021","Jue","37","Sep","2021","10174","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"10/09/2021","Vie","37","Sep","2021","11182","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"11/09/2021","Sáb","37","Sep","2021","16278","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"12/09/2021","Dom","38","Sep","2021","15356","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"13/09/2021","Lun","38","Sep","2021","7452","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"14/09/2021","Mar","38","Sep","2021","8060","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"15/09/2021","Mie","38","Sep","2021","8634","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"16/09/2021","Jue","38","Sep","2021","8810","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"17/09/2021","Vie","38","Sep","2021","10177","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"18/09/2021","Sáb","38","Sep","2021","16031","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"19/09/2021","Dom","39","Sep","2021","12628","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"20/09/2021","Lun","39","Sep","2021","7491","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"21/09/2021","Mar","39","Sep","2021","7229","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"22/09/2021","Mie","39","Sep","2021","7871","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"23/09/2021","Jue","39","Sep","2021","7913","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"24/09/2021","Vie","39","Sep","2021","9360","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"25/09/2021","Sáb","39","Sep","2021","14944","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"26/09/2021","Dom","40","Sep","2021","13444","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"27/09/2021","Lun","40","Sep","2021","6963","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"28/09/2021","Mar","40","Sep","2021","7439","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"29/09/2021","Mie","40","Sep","2021","8376","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"30/09/2021","Jue","40","Sep","2021","9210","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"01/10/2021","Vie","40","Oct","2021","10470","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"02/10/2021","Sáb","40","Oct","2021","17309","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"03/10/2021","Dom","41","Oct","2021","15268","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"04/10/2021","Lun","41","Oct","2021","8056","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"05/10/2021","Mar","41","Oct","2021","8513","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"06/10/2021","Mie","41","Oct","2021","9025","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"07/10/2021","Jue","41","Oct","2021","8543","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"08/10/2021","Vie","41","Oct","2021","10688","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"09/10/2021","Sáb","41","Oct","2021","17563","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"10/10/2021","Dom","42","Oct","2021","15211","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"11/10/2021","Lun","42","Oct","2021","7859","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"12/10/2021","Mar","42","Oct","2021","8304","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"13/10/2021","Mie","42","Oct","2021","8555","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"14/10/2021","Jue","42","Oct","2021","9330","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"15/10/2021","Vie","42","Oct","2021","12618","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"16/10/2021","Sáb","42","Oct","2021","20311","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"17/10/2021","Dom","43","Oct","2021","19285","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"18/10/2021","Lun","43","Oct","2021","7959","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"19/10/2021","Mar","43","Oct","2021","8999","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"20/10/2021","Mie","43","Oct","2021","10035","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"21/10/2021","Jue","43","Oct","2021","9709","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"22/10/2021","Vie","43","Oct","2021","11915","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"23/10/2021","Sáb","43","Oct","2021","18010","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"24/10/2021","Dom","44","Oct","2021","16518","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"25/10/2021","Lun","44","Oct","2021","7919","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"26/10/2021","Mar","44","Oct","2021","8243","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"27/10/2021","Mie","44","Oct","2021","9386","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"28/10/2021","Jue","44","Oct","2021","9576","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"29/10/2021","Vie","44","Oct","2021","11373","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"30/10/2021","Sáb","44","Oct","2021","17851","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"31/10/2021","Dom","45","Oct","2021","19404","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"01/11/2021","Lun","45","Nov","2021","9286","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"02/11/2021","Mar","45","Nov","2021","10710","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"03/11/2021","Mie","45","Nov","2021","11291","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"04/11/2021","Jue","45","Nov","2021","12417","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"05/11/2021","Vie","45","Nov","2021","12265","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"06/11/2021","Sáb","45","Nov","2021","13579","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"07/11/2021","Dom","46","Nov","2021","13775","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"08/11/2021","Lun","46","Nov","2021","7656","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"09/11/2021","Mar","46","Nov","2021","9146","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"10/11/2021","Mie","46","Nov","2021","15432","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"11/11/2021","Jue","46","Nov","2021","8874","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"12/11/2021","Vie","46","Nov","2021","10289","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"13/11/2021","Sáb","46","Nov","2021","17310","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"14/11/2021","Dom","47","Nov","2021","16100","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"15/11/2021","Lun","47","Nov","2021","8974","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"16/11/2021","Mar","47","Nov","2021","7934","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"17/11/2021","Mie","47","Nov","2021","9618","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"18/11/2021","Jue","47","Nov","2021","9983","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"19/11/2021","Vie","47","Nov","2021","15005","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"20/11/2021","Sáb","47","Nov","2021","18682","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"21/11/2021","Dom","48","Nov","2021","18178","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"22/11/2021","Lun","48","Nov","2021","8823","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"23/11/2021","Mar","48","Nov","2021","9340","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"24/11/2021","Mie","48","Nov","2021","10850","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"25/11/2021","Jue","48","Nov","2021","10424","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"26/11/2021","Vie","48","Nov","2021","12900","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"27/11/2021","Sáb","48","Nov","2021","19948","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"28/11/2021","Dom","49","Nov","2021","18144","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"29/11/2021","Lun","49","Nov","2021","15684","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"30/11/2021","Mar","49","Nov","2021","9540","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"01/12/2021","Mie","49","Dec","2021","11191","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"02/12/2021","Jue","49","Dec","2021","10800","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"03/12/2021","Vie","49","Dec","2021","13984","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"04/12/2021","Sáb","49","Dec","2021","19315","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"05/12/2021","Dom","50","Dec","2021","19954","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"06/12/2021","Lun","50","Dec","2021","12109","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"07/12/2021","Mar","50","Dec","2021","15864","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"08/12/2021","Mie","50","Dec","2021","17137","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"09/12/2021","Jue","50","Dec","2021","11186","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"10/12/2021","Vie","50","Dec","2021","13830","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"11/12/2021","Sáb","50","Dec","2021","20043","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"12/12/2021","Dom","51","Dec","2021","19319","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"13/12/2021","Lun","51","Dec","2021","12279","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"14/12/2021","Mar","51","Dec","2021","14251","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"15/12/2021","Mie","51","Dec","2021","18003","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"16/12/2021","Jue","51","Dec","2021","19707","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"17/12/2021","Vie","51","Dec","2021","21150","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"18/12/2021","Sáb","51","Dec","2021","28800","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"19/12/2021","Dom","52","Dec","2021","28429","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"20/12/2021","Lun","52","Dec","2021","19463","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"21/12/2021","Mar","52","Dec","2021","22891","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"22/12/2021","Mie","52","Dec","2021","26717","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"23/12/2021","Jue","52","Dec","2021","31803","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"24/12/2021","Vie","52","Dec","2021","23226","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"25/12/2021","Sáb","52","Dec","2021","7251","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"26/12/2021","Dom","1","Dec","2021","19589","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"27/12/2021","Lun","1","Dec","2021","15520","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"28/12/2021","Mar","1","Dec","2021","17194","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"29/12/2021","Mie","1","Dec","2021","18984","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"30/12/2021","Jue","1","Dec","2021","22107","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall",,,"31/12/2021","Vie","1","Dec","2021","17647","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"01/01/2021","Vie","1","Jan","2021","220","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"02/01/2021","Sáb","1","Jan","2021","270","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"03/01/2021","Dom","2","Jan","2021","277","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"04/01/2021","Lun","2","Jan","2021","328","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"05/01/2021","Mar","2","Jan","2021","434","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"06/01/2021","Mie","2","Jan","2021","476","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"07/01/2021","Jue","2","Jan","2021","378","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"08/01/2021","Vie","2","Jan","2021","401","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"09/01/2021","Sáb","2","Jan","2021","234","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"10/01/2021","Dom","3","Jan","2021","195","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"11/01/2021","Lun","3","Jan","2021","362","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"12/01/2021","Mar","3","Jan","2021","359","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"13/01/2021","Mie","3","Jan","2021","356","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"14/01/2021","Jue","3","Jan","2021","517","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"15/01/2021","Vie","3","Jan","2021","788","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"16/01/2021","Sáb","3","Jan","2021","204","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"17/01/2021","Dom","4","Jan","2021","184","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"18/01/2021","Lun","4","Jan","2021","579","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"19/01/2021","Mar","4","Jan","2021","543","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"20/01/2021","Mie","4","Jan","2021","419","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"21/01/2021","Jue","4","Jan","2021","453","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"22/01/2021","Vie","4","Jan","2021","486","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"23/01/2021","Sáb","4","Jan","2021","148","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"24/01/2021","Dom","5","Jan","2021","189","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"25/01/2021","Lun","5","Jan","2021","806","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"26/01/2021","Mar","5","Jan","2021","572","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"27/01/2021","Mie","5","Jan","2021","803","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"28/01/2021","Jue","5","Jan","2021","586","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"29/01/2021","Vie","5","Jan","2021","1138","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"30/01/2021","Sáb","5","Jan","2021","216","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"31/01/2021","Dom","6","Jan","2021","216","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"01/02/2021","Lun","6","Feb","2021","3335","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"02/02/2021","Mar","6","Feb","2021","3031","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"03/02/2021","Mie","6","Feb","2021","3562","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"04/02/2021","Jue","6","Feb","2021","2724","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"05/02/2021","Vie","6","Feb","2021","3579","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"06/02/2021","Sáb","6","Feb","2021","199","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"07/02/2021","Dom","7","Feb","2021","273","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"08/02/2021","Lun","7","Feb","2021","4442","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"09/02/2021","Mar","7","Feb","2021","3966","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"10/02/2021","Mie","7","Feb","2021","4668","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"11/02/2021","Jue","7","Feb","2021","4871","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"12/02/2021","Vie","7","Feb","2021","5467","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"13/02/2021","Sáb","7","Feb","2021","153","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"14/02/2021","Dom","8","Feb","2021","231","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"15/02/2021","Lun","8","Feb","2021","5141","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"16/02/2021","Mar","8","Feb","2021","5146","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"17/02/2021","Mie","8","Feb","2021","4149","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"18/02/2021","Jue","8","Feb","2021","4418","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"19/02/2021","Vie","8","Feb","2021","5181","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"20/02/2021","Sáb","8","Feb","2021","219","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"21/02/2021","Dom","9","Feb","2021","197","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"22/02/2021","Lun","9","Feb","2021","4392","NONE","Comp"
"Alta Plaza Mall, Panama","Alta Plaza Mall","Altaplaza Mall",,"23/02/2021","Mar","9","Feb","2021","4458","NONE","Comp"
